timestamp,value,sensor
2025-12-08T19:02:55.753991+00:00,0.250320,simulated
2025-12-08T19:02:55.758991+00:00,-0.081743,simulated
2025-12-08T19:02:55.763991+00:00,-0.279811,simulated
2025-12-08T19:02:55.768991+00:00,0.089823,simulated
2025-12-08T19:02:55.773991+00:00,0.446034,simulated
2025-12-08T19:02:55.778991+00:00,-0.010489,simulated
2025-12-08T19:02:55.783991+00:00,0.022297,simulated
2025-12-08T19:02:55.788991+00:00,-0.079875,simulated
2025-12-08T19:02:55.793991+00:00,-0.175306,simulated
2025-12-08T19:02:55.798991+00:00,-0.150265,simulated
2025-12-08T19:02:55.803991+00:00,-0.264143,simulated
2025-12-08T19:02:55.808991+00:00,-0.281806,simulated
2025-12-08T19:02:55.813991+00:00,0.014188,simulated
2025-12-08T19:02:55.818991+00:00,0.324018,simulated
2025-12-08T19:02:55.823991+00:00,0.104619,simulated
2025-12-08T19:02:55.828991+00:00,0.094758,simulated
2025-12-08T19:02:55.833991+00:00,0.049720,simulated
2025-12-08T19:02:55.838991+00:00,-0.172828,simulated
2025-12-08T19:02:55.843991+00:00,0.037063,simulated
2025-12-08T19:02:55.848991+00:00,-0.084316,simulated
2025-12-08T19:02:55.853991+00:00,0.187511,simulated
2025-12-08T19:02:55.858991+00:00,0.246046,simulated
2025-12-08T19:02:55.863991+00:00,0.250748,simulated
2025-12-08T19:02:55.868991+00:00,0.073249,simulated
2025-12-08T19:02:55.873991+00:00,0.208751,simulated
2025-12-08T19:02:55.878991+00:00,-0.132448,simulated
2025-12-08T19:02:55.883991+00:00,-0.019654,simulated
2025-12-08T19:02:55.888991+00:00,-0.042172,simulated
2025-12-08T19:02:55.893991+00:00,-0.180601,simulated
2025-12-08T19:02:55.898991+00:00,-0.204852,simulated
2025-12-08T19:02:55.903991+00:00,3.323007,simulated
2025-12-08T19:02:55.908991+00:00,3.408479,simulated
2025-12-08T19:02:55.913991+00:00,3.115405,simulated
2025-12-08T19:02:55.918991+00:00,3.908831,simulated
2025-12-08T19:02:55.923991+00:00,3.540743,simulated
2025-12-08T19:02:55.928991+00:00,0.009482,simulated
2025-12-08T19:02:55.933991+00:00,0.124101,simulated
2025-12-08T19:02:55.938991+00:00,-0.031008,simulated
2025-12-08T19:02:55.943991+00:00,0.097926,simulated
2025-12-08T19:02:55.948991+00:00,0.096575,simulated
2025-12-08T19:02:55.953991+00:00,0.147410,simulated
2025-12-08T19:02:55.958991+00:00,-0.446543,simulated
2025-12-08T19:02:55.963991+00:00,0.208457,simulated
2025-12-08T19:02:55.968991+00:00,0.030045,simulated
2025-12-08T19:02:55.973991+00:00,0.124675,simulated
2025-12-08T19:02:55.978991+00:00,0.092390,simulated
2025-12-08T19:02:55.983991+00:00,0.052599,simulated
2025-12-08T19:02:55.988991+00:00,0.283760,simulated
2025-12-08T19:02:55.993991+00:00,-0.074322,simulated
2025-12-08T19:02:55.998991+00:00,0.101899,simulated
2025-12-08T19:02:56.003991+00:00,-0.056677,simulated
2025-12-08T19:02:56.008991+00:00,-0.001295,simulated
2025-12-08T19:02:56.013991+00:00,0.480270,simulated
2025-12-08T19:02:56.018991+00:00,0.353202,simulated
2025-12-08T19:02:56.023991+00:00,0.058967,simulated
2025-12-08T19:02:56.028991+00:00,0.179013,simulated
2025-12-08T19:02:56.033991+00:00,-0.044046,simulated
2025-12-08T19:02:56.038991+00:00,-0.379255,simulated
2025-12-08T19:02:56.043991+00:00,0.106226,simulated
2025-12-08T19:02:56.048991+00:00,-0.059724,simulated
2025-12-08T19:02:56.053991+00:00,-0.243552,simulated
2025-12-08T19:02:56.058991+00:00,-0.460973,simulated
2025-12-08T19:02:56.063991+00:00,0.280592,simulated
2025-12-08T19:02:56.068991+00:00,0.107139,simulated
2025-12-08T19:02:56.073991+00:00,0.103316,simulated
2025-12-08T19:02:56.078991+00:00,-0.151155,simulated
2025-12-08T19:02:56.083991+00:00,-0.001164,simulated
2025-12-08T19:02:56.088991+00:00,0.269560,simulated
2025-12-08T19:02:56.093991+00:00,-0.115930,simulated
2025-12-08T19:02:56.098991+00:00,0.043961,simulated
2025-12-08T19:02:56.103991+00:00,-0.202165,simulated
2025-12-08T19:02:56.108991+00:00,0.036429,simulated
2025-12-08T19:02:56.113991+00:00,-0.216283,simulated
2025-12-08T19:02:56.118991+00:00,-0.100306,simulated
2025-12-08T19:02:56.123991+00:00,-0.070796,simulated
2025-12-08T19:02:56.128991+00:00,0.174171,simulated
2025-12-08T19:02:56.133991+00:00,0.079568,simulated
2025-12-08T19:02:56.138991+00:00,-0.129549,simulated
2025-12-08T19:02:56.143991+00:00,-0.029375,simulated
2025-12-08T19:02:56.148991+00:00,-0.011759,simulated
2025-12-08T19:02:56.153991+00:00,-0.009576,simulated
2025-12-08T19:02:56.158991+00:00,-0.180710,simulated
2025-12-08T19:02:56.163991+00:00,0.155766,simulated
2025-12-08T19:02:56.168991+00:00,0.045994,simulated
2025-12-08T19:02:56.173991+00:00,0.030664,simulated
2025-12-08T19:02:56.178991+00:00,0.493851,simulated
2025-12-08T19:02:56.183991+00:00,-0.098724,simulated
2025-12-08T19:02:56.188991+00:00,0.131962,simulated
2025-12-08T19:02:56.193991+00:00,-0.307029,simulated
2025-12-08T19:02:56.198991+00:00,0.374951,simulated
2025-12-08T19:02:56.203991+00:00,-0.185899,simulated
2025-12-08T19:02:56.208991+00:00,-0.207546,simulated
2025-12-08T19:02:56.213991+00:00,-0.042483,simulated
2025-12-08T19:02:56.218991+00:00,-0.193596,simulated
2025-12-08T19:02:56.223991+00:00,-0.249187,simulated
2025-12-08T19:02:56.228991+00:00,0.148601,simulated
2025-12-08T19:02:56.233991+00:00,0.130708,simulated
2025-12-08T19:02:56.238991+00:00,0.001252,simulated
2025-12-08T19:02:56.243991+00:00,-0.074841,simulated
2025-12-08T19:02:56.248991+00:00,0.127642,simulated
2025-12-08T19:02:56.253991+00:00,-0.126809,simulated
2025-12-08T19:02:56.258991+00:00,-0.148284,simulated
2025-12-08T19:02:56.263991+00:00,0.183755,simulated
2025-12-08T19:02:56.268991+00:00,-0.182780,simulated
2025-12-08T19:02:56.273991+00:00,-0.174259,simulated
2025-12-08T19:02:56.278991+00:00,0.103936,simulated
2025-12-08T19:02:56.283991+00:00,-0.062047,simulated
2025-12-08T19:02:56.288991+00:00,-0.198706,simulated
2025-12-08T19:02:56.293991+00:00,-0.032448,simulated
2025-12-08T19:02:56.298991+00:00,-0.052724,simulated
2025-12-08T19:02:56.303991+00:00,-0.145891,simulated
2025-12-08T19:02:56.308991+00:00,0.052160,simulated
2025-12-08T19:02:56.313991+00:00,0.134231,simulated
2025-12-08T19:02:56.318991+00:00,0.204870,simulated
2025-12-08T19:02:56.323991+00:00,-0.255955,simulated
2025-12-08T19:02:56.328991+00:00,0.020523,simulated
2025-12-08T19:02:56.333991+00:00,0.014300,simulated
2025-12-08T19:02:56.338991+00:00,-0.414780,simulated
2025-12-08T19:02:56.343991+00:00,-0.172886,simulated
2025-12-08T19:02:56.348991+00:00,0.005887,simulated
2025-12-08T19:02:56.353991+00:00,-0.356101,simulated
2025-12-08T19:02:56.358991+00:00,0.075164,simulated
2025-12-08T19:02:56.363991+00:00,0.258756,simulated
2025-12-08T19:02:56.368991+00:00,-0.258703,simulated
2025-12-08T19:02:56.373991+00:00,0.293249,simulated
2025-12-08T19:02:56.378991+00:00,0.714320,simulated
2025-12-08T19:02:56.383991+00:00,-0.055969,simulated
2025-12-08T19:02:56.388991+00:00,-0.061968,simulated
2025-12-08T19:02:56.393991+00:00,-0.090037,simulated
2025-12-08T19:02:56.398991+00:00,-0.581573,simulated
2025-12-08T19:02:56.403991+00:00,-0.245766,simulated
2025-12-08T19:02:56.408991+00:00,0.174308,simulated
2025-12-08T19:02:56.413991+00:00,-0.055992,simulated
2025-12-08T19:02:56.418991+00:00,0.126809,simulated
2025-12-08T19:02:56.423991+00:00,-0.002801,simulated
2025-12-08T19:02:56.428991+00:00,-0.013453,simulated
2025-12-08T19:02:56.433991+00:00,0.108191,simulated
2025-12-08T19:02:56.438991+00:00,-0.220035,simulated
2025-12-08T19:02:56.443991+00:00,0.082230,simulated
2025-12-08T19:02:56.448991+00:00,0.058012,simulated
2025-12-08T19:02:56.453991+00:00,-0.240636,simulated
2025-12-08T19:02:56.458991+00:00,-0.328013,simulated
2025-12-08T19:02:56.463991+00:00,-0.103804,simulated
2025-12-08T19:02:56.468991+00:00,0.544479,simulated
2025-12-08T19:02:56.473991+00:00,0.317114,simulated
2025-12-08T19:02:56.478991+00:00,0.230947,simulated
2025-12-08T19:02:56.483991+00:00,-0.065633,simulated
2025-12-08T19:02:56.488991+00:00,0.049799,simulated
2025-12-08T19:02:56.493991+00:00,-0.033976,simulated
2025-12-08T19:02:56.498991+00:00,0.217041,simulated
2025-12-08T19:02:56.503991+00:00,0.104529,simulated
2025-12-08T19:02:56.508991+00:00,-0.383593,simulated
2025-12-08T19:02:56.513991+00:00,0.162242,simulated
2025-12-08T19:02:56.518991+00:00,0.180387,simulated
2025-12-08T19:02:56.523991+00:00,-0.107806,simulated
2025-12-08T19:02:56.528991+00:00,-0.149929,simulated
2025-12-08T19:02:56.533991+00:00,0.111972,simulated
2025-12-08T19:02:56.538991+00:00,-0.116474,simulated
2025-12-08T19:02:56.543991+00:00,0.057237,simulated
2025-12-08T19:02:56.548991+00:00,0.006710,simulated
2025-12-08T19:02:56.553991+00:00,-0.107419,simulated
2025-12-08T19:02:56.558991+00:00,-0.232037,simulated
2025-12-08T19:02:56.563991+00:00,0.445819,simulated
2025-12-08T19:02:56.568991+00:00,-0.155766,simulated
2025-12-08T19:02:56.573991+00:00,0.049441,simulated
2025-12-08T19:02:56.578991+00:00,-0.031441,simulated
2025-12-08T19:02:56.583991+00:00,-0.001690,simulated
2025-12-08T19:02:56.588991+00:00,-0.310916,simulated
2025-12-08T19:02:56.593991+00:00,-0.176870,simulated
2025-12-08T19:02:56.598991+00:00,-0.261534,simulated
2025-12-08T19:02:56.603991+00:00,-2.765839,simulated
2025-12-08T19:02:56.608991+00:00,-3.164110,simulated
2025-12-08T19:02:56.613991+00:00,-3.172892,simulated
2025-12-08T19:02:56.618991+00:00,-2.821475,simulated
2025-12-08T19:02:56.623991+00:00,-2.930358,simulated
2025-12-08T19:02:56.628991+00:00,0.256747,simulated
2025-12-08T19:02:56.633991+00:00,0.114267,simulated
2025-12-08T19:02:56.638991+00:00,0.006394,simulated
2025-12-08T19:02:56.643991+00:00,-0.176715,simulated
2025-12-08T19:02:56.648991+00:00,0.305746,simulated
2025-12-08T19:02:56.653991+00:00,-0.035737,simulated
2025-12-08T19:02:56.658991+00:00,-0.178194,simulated
2025-12-08T19:02:56.663991+00:00,-0.042159,simulated
2025-12-08T19:02:56.668991+00:00,-0.039859,simulated
2025-12-08T19:02:56.673991+00:00,0.291895,simulated
2025-12-08T19:02:56.678991+00:00,0.485599,simulated
2025-12-08T19:02:56.683991+00:00,-0.049274,simulated
2025-12-08T19:02:56.688991+00:00,0.194285,simulated
2025-12-08T19:02:56.693991+00:00,-0.159011,simulated
2025-12-08T19:02:56.698991+00:00,-0.049997,simulated
2025-12-08T19:02:56.703991+00:00,-0.146664,simulated
2025-12-08T19:02:56.708991+00:00,0.020343,simulated
2025-12-08T19:02:56.713991+00:00,0.120100,simulated
2025-12-08T19:02:56.718991+00:00,0.037573,simulated
2025-12-08T19:02:56.723991+00:00,-0.075878,simulated
2025-12-08T19:02:56.728991+00:00,-0.011067,simulated
2025-12-08T19:02:56.733991+00:00,-0.146469,simulated
2025-12-08T19:02:56.738991+00:00,0.102023,simulated
2025-12-08T19:02:56.743991+00:00,-0.078692,simulated
2025-12-08T19:02:56.748991+00:00,0.046724,simulated
2025-12-08T19:02:56.753991+00:00,0.190385,simulated
2025-12-08T19:02:56.758991+00:00,-0.123087,simulated
2025-12-08T19:02:56.763991+00:00,0.295523,simulated
2025-12-08T19:02:56.768991+00:00,-0.460229,simulated
2025-12-08T19:02:56.773991+00:00,-0.126783,simulated
2025-12-08T19:02:56.778991+00:00,0.189999,simulated
2025-12-08T19:02:56.783991+00:00,-0.065686,simulated
2025-12-08T19:02:56.788991+00:00,-0.200425,simulated
2025-12-08T19:02:56.793991+00:00,-0.104386,simulated
2025-12-08T19:02:56.798991+00:00,0.308659,simulated
2025-12-08T19:02:56.803991+00:00,0.353868,simulated
2025-12-08T19:02:56.808991+00:00,-0.276632,simulated
2025-12-08T19:02:56.813991+00:00,-0.135737,simulated
2025-12-08T19:02:56.818991+00:00,-0.138741,simulated
2025-12-08T19:02:56.823991+00:00,0.281814,simulated
2025-12-08T19:02:56.828991+00:00,-0.045433,simulated
2025-12-08T19:02:56.833991+00:00,0.077033,simulated
2025-12-08T19:02:56.838991+00:00,0.033816,simulated
2025-12-08T19:02:56.843991+00:00,-0.000058,simulated
2025-12-08T19:02:56.848991+00:00,-0.071053,simulated
2025-12-08T19:02:56.853991+00:00,0.199868,simulated
2025-12-08T19:02:56.858991+00:00,0.009867,simulated
2025-12-08T19:02:56.863991+00:00,-0.216656,simulated
2025-12-08T19:02:56.868991+00:00,-0.025993,simulated
2025-12-08T19:02:56.873991+00:00,-0.264533,simulated
2025-12-08T19:02:56.878991+00:00,0.018949,simulated
2025-12-08T19:02:56.883991+00:00,-0.090141,simulated
2025-12-08T19:02:56.888991+00:00,-0.189401,simulated
2025-12-08T19:02:56.893991+00:00,-0.404395,simulated
2025-12-08T19:02:56.898991+00:00,0.439787,simulated
2025-12-08T19:02:56.903991+00:00,-0.023750,simulated
2025-12-08T19:02:56.908991+00:00,0.345715,simulated
2025-12-08T19:02:56.913991+00:00,-0.171137,simulated
2025-12-08T19:02:56.918991+00:00,0.078933,simulated
2025-12-08T19:02:56.923991+00:00,0.367496,simulated
2025-12-08T19:02:56.928991+00:00,0.155908,simulated
2025-12-08T19:02:56.933991+00:00,-0.128321,simulated
2025-12-08T19:02:56.938991+00:00,-0.412536,simulated
2025-12-08T19:02:56.943991+00:00,-0.286859,simulated
2025-12-08T19:02:56.948991+00:00,0.090005,simulated
2025-12-08T19:02:56.953991+00:00,0.147813,simulated
2025-12-08T19:02:56.958991+00:00,0.136913,simulated
2025-12-08T19:02:56.963991+00:00,0.015574,simulated
2025-12-08T19:02:56.968991+00:00,0.056555,simulated
2025-12-08T19:02:56.973991+00:00,0.132098,simulated
2025-12-08T19:02:56.978991+00:00,-0.044800,simulated
2025-12-08T19:02:56.983991+00:00,0.080528,simulated
2025-12-08T19:02:56.988991+00:00,0.105660,simulated
2025-12-08T19:02:56.993991+00:00,-0.181178,simulated
2025-12-08T19:02:56.998991+00:00,0.174403,simulated
2025-12-08T19:02:57.003991+00:00,0.347893,simulated
2025-12-08T19:02:57.008991+00:00,0.487375,simulated
2025-12-08T19:02:57.013991+00:00,0.112716,simulated
2025-12-08T19:02:57.018991+00:00,-0.012093,simulated
2025-12-08T19:02:57.023991+00:00,-0.250650,simulated
2025-12-08T19:02:57.028991+00:00,0.168261,simulated
2025-12-08T19:02:57.033991+00:00,0.168147,simulated
2025-12-08T19:02:57.038991+00:00,-0.162625,simulated
2025-12-08T19:02:57.043991+00:00,0.153041,simulated
2025-12-08T19:02:57.048991+00:00,-0.087872,simulated
2025-12-08T19:02:57.053991+00:00,-0.235011,simulated
2025-12-08T19:02:57.058991+00:00,0.002302,simulated
2025-12-08T19:02:57.063991+00:00,-0.064675,simulated
2025-12-08T19:02:57.068991+00:00,-0.117763,simulated
2025-12-08T19:02:57.073991+00:00,-0.108416,simulated
2025-12-08T19:02:57.078991+00:00,-0.089427,simulated
2025-12-08T19:02:57.083991+00:00,-0.275293,simulated
2025-12-08T19:02:57.088991+00:00,0.432468,simulated
2025-12-08T19:02:57.093991+00:00,0.297378,simulated
2025-12-08T19:02:57.098991+00:00,-0.218902,simulated
2025-12-08T19:02:57.103991+00:00,0.110546,simulated
2025-12-08T19:02:57.108991+00:00,0.025052,simulated
2025-12-08T19:02:57.113991+00:00,-0.015139,simulated
2025-12-08T19:02:57.118991+00:00,0.349901,simulated
2025-12-08T19:02:57.123991+00:00,0.144988,simulated
2025-12-08T19:02:57.128991+00:00,-0.221228,simulated
2025-12-08T19:02:57.133991+00:00,-0.072162,simulated
2025-12-08T19:02:57.138991+00:00,-0.355557,simulated
2025-12-08T19:02:57.143991+00:00,0.076909,simulated
2025-12-08T19:02:57.148991+00:00,0.034064,simulated
2025-12-08T19:02:57.153991+00:00,0.038539,simulated
2025-12-08T19:02:57.158991+00:00,-0.041615,simulated
2025-12-08T19:02:57.163991+00:00,0.008979,simulated
2025-12-08T19:02:57.168991+00:00,0.056902,simulated
2025-12-08T19:02:57.173991+00:00,0.383722,simulated
2025-12-08T19:02:57.178991+00:00,0.036966,simulated
2025-12-08T19:02:57.183991+00:00,-0.057417,simulated
2025-12-08T19:02:57.188991+00:00,0.103524,simulated
2025-12-08T19:02:57.193991+00:00,0.173507,simulated
2025-12-08T19:02:57.198991+00:00,0.235125,simulated
2025-12-08T19:02:57.203991+00:00,0.232581,simulated
2025-12-08T19:02:57.208991+00:00,-0.046494,simulated
2025-12-08T19:02:57.213991+00:00,0.192124,simulated
2025-12-08T19:02:57.218991+00:00,-0.137585,simulated
2025-12-08T19:02:57.223991+00:00,-0.269447,simulated
2025-12-08T19:02:57.228991+00:00,-0.134894,simulated
2025-12-08T19:02:57.233991+00:00,0.114316,simulated
2025-12-08T19:02:57.238991+00:00,-0.316838,simulated
2025-12-08T19:02:57.243991+00:00,0.330983,simulated
2025-12-08T19:02:57.248991+00:00,-0.019712,simulated
2025-12-08T19:02:57.253991+00:00,0.112760,simulated
2025-12-08T19:02:57.258991+00:00,-0.075826,simulated
2025-12-08T19:02:57.263991+00:00,-0.263571,simulated
2025-12-08T19:02:57.268991+00:00,-0.059639,simulated
2025-12-08T19:02:57.273991+00:00,0.105070,simulated
2025-12-08T19:02:57.278991+00:00,-0.203999,simulated
2025-12-08T19:02:57.283991+00:00,0.050591,simulated
2025-12-08T19:02:57.288991+00:00,-0.191825,simulated
2025-12-08T19:02:57.293991+00:00,-0.334356,simulated
2025-12-08T19:02:57.298991+00:00,-0.201695,simulated
